x,y
401669.5412,3763135.442
401669.5107,3763134.451
401669.4375,3763133.512
401669.3278,3763132.601
401669.2059,3763131.699
401669.0748,3763130.794
401668.9377,3763129.885
401668.8005,3763128.989
401668.6542,3763128.087
401668.5079,3763127.172
401668.3586,3763126.246
401668.2092,3763125.304
401668.0842,3763124.356
401667.9745,3763123.405
401667.8739,3763122.451
401667.7825,3763121.497
401667.6941,3763120.543
401667.6606,3763119.656
401667.6636,3763118.842
401667.6849,3763118.092
401667.7093,3763117.404
401667.7337,3763116.764
401667.7063,3763116.117
401667.6484,3763115.483
401667.5783,3763114.862
401667.5021,3763114.249
401667.4228,3763113.645
401667.3466,3763113.03
401667.2674,3763112.402
401667.1851,3763111.765
401667.1058,3763111.125
401667.0266,3763110.476
401666.9656,3763109.82
401666.9199,3763109.156
401666.8803,3763108.491
401666.8406,3763107.83
401666.8041,3763107.168
401666.7462,3763106.474
401666.6852,3763105.76
401666.6181,3763105.038
401666.548,3763104.312
401666.481,3763103.587
401666.3956,3763102.871
401666.3042,3763102.161
401666.2036,3763101.45
401666.1,3763100.734
401665.9933,3763100.018
401665.911,3763099.292
401665.8409,3763098.567
401665.7769,3763097.835
401665.7159,3763097.104
401665.658,3763096.372
401665.5971,3763095.662
401665.53,3763094.973
401665.463,3763094.291
401665.3959,3763093.617
401665.3288,3763092.943
401665.2801,3763092.27
401665.2496,3763091.605
401665.2252,3763090.956
401665.2008,3763090.322
401665.1795,3763089.71
401665.1155,3763089.118
401665.0271,3763088.539
401664.9265,3763087.963
401664.8229,3763087.384
401664.7162,3763086.805
401664.6065,3763086.217
401664.4906,3763085.613
401664.3718,3763084.997
401664.2438,3763084.369
401664.1157,3763083.726
401664.0091,3763083.095
401664.0091,3763083.089
401663.9481,3763082.65
401663.8993,3763082.218
401663.8567,3763081.785
401663.817,3763081.355
401663.7835,3763080.916
401663.753,3763080.468
401663.7256,3763080.02
401663.6951,3763079.569
401663.6677,3763079.118
401663.625,3763078.67
401663.5762,3763078.225
401663.5214,3763077.777
401663.4635,3763077.325
401663.4056,3763076.871
401663.3476,3763076.429
401663.2928,3763075.99
401663.2379,3763075.552
401663.183,3763075.116
401663.1312,3763074.677
401663.0794,3763074.238
401663.0306,3763073.796
401662.9819,3763073.351
401662.9331,3763072.903
401662.8843,3763072.455
401662.8386,3763072.007
401662.796,3763071.562
401662.7533,3763071.123
401662.7167,3763070.684
401662.6801,3763070.251
401662.6283,3763069.809
401662.5704,3763069.355
401662.5033,3763068.895
401662.4332,3763068.428
401662.3601,3763067.959
401662.2869,3763067.49
401662.2138,3763067.02
401662.1437,3763066.548
401662.0705,3763066.075
401661.9974,3763065.6
401661.9456,3763065.137
401661.909,3763064.685
401661.8846,3763064.243
401661.8663,3763063.814
401661.8511,3763063.39
401661.8297,3763062.982
401661.8054,3763062.585
401661.7749,3763062.198
401661.7444,3763061.823
401661.7139,3763061.455
401661.6651,3763061.08
401661.6103,3763060.702
401661.5463,3763060.321
401661.4792,3763059.937
401661.4122,3763059.553
401661.3451,3763059.156
401661.278,3763058.754
401661.2079,3763058.34
401661.1348,3763057.919
401661.0647,3763057.495
401661.0037,3763057.065
401660.958,3763056.639
401660.9214,3763056.212
401660.891,3763055.788
401660.8635,3763055.368
401660.8239,3763054.944
401660.7751,3763054.517
401660.7172,3763054.088
401660.6532,3763053.652
401660.5892,3763053.21
401660.5313,3763052.777
401660.4825,3763052.35
401660.4398,3763051.927
401660.4002,3763051.506
401660.3606,3763051.088
401660.2966,3763050.649
401660.2204,3763050.195
401660.129,3763049.723
401660.0345,3763049.241
401659.9369,3763048.747
401659.8577,3763048.263
401659.7937,3763047.784
401659.7388,3763047.312
401659.687,3763046.842
401659.6413,3763046.379
401659.5864,3763045.916
401659.5285,3763045.462
401659.4706,3763045.008
401659.4096,3763044.559
401659.3517,3763044.111
401659.2999,3763043.673
401659.2542,3763043.24
401659.2115,3763042.81
401659.1688,3763042.386
401659.1292,3763041.966
401659.0622,3763041.521
401658.9768,3763041.051
401658.8793,3763040.564
401658.7787,3763040.061
401658.669,3763039.542
401658.5745,3763039.03
401658.4861,3763038.518
401658.4007,3763038.006
401658.3184,3763037.491
401658.2392,3763036.976
401658.1782,3763036.47
401658.1325,3763035.982
401658.102,3763035.507
401658.0746,3763035.041
401658.0533,3763034.586
401658.0228,3763034.141
401657.9832,3763033.699
401657.9374,3763033.264
401657.8917,3763032.831
401657.8399,3763032.401
401657.7789,3763031.968
401657.7058,3763031.523
401657.6235,3763031.069
401657.5351,3763030.606
401657.4437,3763030.136
401657.3797,3763029.655
401657.3339,3763029.17
401657.3035,3763028.679
401657.2791,3763028.192
401657.2547,3763027.704
401657.2334,3763027.216
401657.209,3763026.732
401657.1846,3763026.247
401657.1632,3763025.766
401657.1389,3763025.287
401657.0962,3763024.808
401657.0444,3763024.333
401656.9834,3763023.857
401656.9164,3763023.376
401656.8493,3763022.891
401656.7822,3763022.404
401656.7182,3763021.91
401656.6512,3763021.413
401656.5872,3763020.91
401656.5232,3763020.404
401656.4714,3763019.913
401656.4287,3763019.435
401656.3891,3763018.965
401656.3525,3763018.502
401656.3159,3763018.045
401656.2732,3763017.591
401656.2245,3763017.137
401656.1696,3763016.686
401656.1117,3763016.234
401656.0538,3763015.78
401656.002,3763015.335
401655.9623,3763014.899
401655.9258,3763014.467
401655.8922,3763014.043
401655.8587,3763013.619
401655.8099,3763013.189
401655.7429,3763012.751
401655.6667,3763012.296
401655.5813,3763011.833
401655.496,3763011.361
401655.4259,3763010.91
401655.3588,3763010.468
401655.2979,3763010.035
401655.24,3763009.608
401655.182,3763009.178
401655.1333,3763008.755
401655.0937,3763008.34
401655.0601,3763007.932
401655.0266,3763007.532
401654.9992,3763007.142
401654.9565,3763006.74
401654.9077,3763006.325
401654.8529,3763005.908
401654.795,3763005.481
401654.737,3763005.054
401654.67,3763004.612
401654.5907,3763004.158
401654.5115,3763003.692
401654.4261,3763003.219
401654.3438,3763002.735
401654.2737,3763002.278
401654.2128,3763001.83
401654.1518,3763001.385
401654.0939,3763000.943
401654.036,3763000.504
401653.9903,3763000.059
401653.9598,3762999.617
401653.9385,3762999.175
401653.9202,3762998.736
401653.908,3762998.303
401653.8836,3762997.864
401653.8531,3762997.431
401653.8226,3762996.999
401653.7891,3762996.569
401653.7556,3762996.139
401653.716,3762995.706
401653.6672,3762995.264
401653.6154,3762994.813
401653.5575,3762994.359
401653.4996,3762993.902
401653.4477,3762993.435
401653.399,3762992.966
401653.3532,3762992.491
401653.3075,3762992.012
401653.2649,3762991.533
401653.2557,3762991.052
401653.2679,3762990.573
401653.2953,3762990.098
401653.3258,3762989.635
401653.3563,3762989.18
401653.3502,3762988.745
401653.3136,3762988.315
401653.2618,3762987.885
401653.2008,3762987.455
401653.1368,3762987.019
401653.0942,3762986.577
401653.0667,3762986.129
401653.0484,3762985.675
401653.0363,3762985.218
401653.0241,3762984.764
401653.0332,3762984.31
401653.0515,3762983.856
401653.0728,3762983.404
401653.0972,3762982.959
401653.1216,3762982.521
401653.1673,3762982.048
401653.2161,3762981.566
401653.2618,3762981.091
401653.3014,3762980.622
401653.338,3762980.167
401653.3228,3762979.732
401653.2862,3762979.314
401653.2374,3762978.896
401653.1856,3762978.482
401653.1338,3762978.061
401653.0911,3762977.635
401653.0515,3762977.193
401653.0149,3762976.745
401652.9783,3762976.284
401652.9418,3762975.821
401652.9357,3762975.367
401652.9509,3762974.919
401652.9692,3762974.483
401652.9905,3762974.05
401653.0149,3762973.626
401653.0271,3762973.224
401653.0393,3762972.849
401653.0484,3762972.496
401653.0545,3762972.154
401653.0576,3762971.828
401653.0302,3762971.481
401652.9936,3762971.124
401652.9448,3762970.758
401652.896,3762970.389
401652.8473,3762970.015
401652.7955,3762969.664
401652.7436,3762969.329
401652.6918,3762968.997
401652.6431,3762968.664
401652.5912,3762968.332
401652.5455,3762968.003
401652.5029,3762967.674
401652.4632,3762967.345
401652.4236,3762967.018
401652.387,3762966.689
401652.3748,3762966.326
401652.3809,3762965.945
401652.3931,3762965.555
401652.4084,3762965.165
401652.4206,3762964.775
401652.4114,3762964.415
401652.387,3762964.071
401652.3566,3762963.733
401652.323,3762963.4
401652.2895,3762963.068
401652.2316,3762962.712
401652.1584,3762962.331
401652.0761,3762961.934
401651.9877,3762961.52
401651.8994,3762961.093
401651.8414,3762960.688
401651.8049,3762960.288
401651.7774,3762959.895
401651.753,3762959.505
401651.7348,3762959.118
401651.7287,3762958.746
401651.7348,3762958.389
401651.75,3762958.048
401651.7652,3762957.719
401651.7774,3762957.405
401651.7622,3762957.079
401651.7287,3762956.753
401651.686,3762956.424
401651.6403,3762956.091
401651.5915,3762955.756
401651.5275,3762955.421
401651.4482,3762955.079
401651.3629,3762954.735
401651.2684,3762954.384
401651.1739,3762954.025
401651.0916,3762953.674
401651.0215,3762953.324
401650.9545,3762952.97
401650.8935,3762952.62
401650.8356,3762952.263
401650.799,3762951.919
401650.7807,3762951.571
401650.7685,3762951.227
401650.7594,3762950.885
401650.7533,3762950.55
401650.732,3762950.218
401650.7015,3762949.889
401650.668,3762949.562
401650.6314,3762949.233
401650.5948,3762948.904
401650.5491,3762948.56
401650.5217,3762948.392
401650.5156,3762948.188
401650.5034,3762947.798
401650.4912,3762947.401
401650.479,3762946.996
401650.482,3762946.621
401650.4973,3762946.265
401650.5125,3762945.917
401650.5278,3762945.579
401650.546,3762945.247
401650.5613,3762944.887
401650.5765,3762944.515
401650.5887,3762944.137
401650.5979,3762943.759
401650.607,3762943.378
401650.6131,3762943.003
401650.6192,3762942.631
401650.6283,3762942.263
401650.6375,3762941.894
401650.6497,3762941.522
401650.6375,3762941.153
401650.6192,3762940.778
401650.5979,3762940.397
401650.5765,3762940.007
401650.5552,3762939.611
401650.5552,3762939.218
401650.5613,3762938.824
401650.5704,3762938.434
401650.5796,3762938.044
401650.5887,3762937.657
401650.6192,3762937.267
401650.6588,3762936.883
401650.6984,3762936.505
401650.7411,3762936.139
401650.7807,3762935.779
401650.7899,3762935.42
401650.7838,3762935.063
401650.7655,3762934.707
401650.7472,3762934.35
401650.7259,3762933.99
401650.7076,3762933.624
401650.6923,3762933.256
401650.6802,3762932.881
401650.6649,3762932.503
401650.6527,3762932.119
401650.6466,3762931.735
401650.6405,3762931.342
401650.6375,3762930.948
401650.6375,3762930.549
401650.6375,3762930.147
401650.6436,3762929.747
401650.6527,3762929.348
401650.6649,3762928.946
401650.6802,3762928.547
401650.6954,3762928.144
401650.7045,3762927.739
401650.7076,3762927.333
401650.7106,3762926.922
401650.7137,3762926.507
401650.7137,3762926.09
401650.6984,3762925.645
401650.6741,3762925.182
401650.6466,3762924.703
401650.6161,3762924.212
401650.5918,3762923.706
401650.5796,3762923.209
401650.5765,3762922.713
401650.5826,3762922.216
401650.5918,3762921.719
401650.604,3762921.219
401650.6497,3762920.768
401650.7106,3762920.357
401650.7807,3762919.963
401650.8539,3762919.591
401650.924,3762919.232
401650.9697,3762918.866
401650.9971,3762918.497
401651.0154,3762918.125
401651.0276,3762917.754
401651.0368,3762917.379
401651.0307,3762916.985
401651.0154,3762916.577
401650.9941,3762916.156
401650.9697,3762915.724
401650.9453,3762915.282
401650.9423,3762914.855
401650.9514,3762914.434
401650.9667,3762914.02
401650.985,3762913.608
401651.0063,3762913.197
401651.0398,3762912.788
401651.0825,3762912.377
401651.1282,3762911.968
401651.177,3762911.563
401651.2227,3762911.161
401651.244,3762910.777
401651.244,3762910.405
401651.2379,3762910.039
401651.2227,3762909.673
401651.2105,3762909.311
401651.177,3762908.945
401651.1374,3762908.573
401651.0947,3762908.192
401651.0551,3762907.802
401651.0124,3762907.409
401651.0124,3762907.018
401651.0398,3762906.628
401651.0794,3762906.241
401651.1252,3762905.857
401651.1709,3762905.476
401651.2075,3762905.095
401651.2349,3762904.714
401651.2593,3762904.336
401651.2776,3762903.955
401651.2989,3762903.577
401651.305,3762903.178
401651.305,3762902.763
401651.308,3762902.34
401651.308,3762901.91
401651.3111,3762901.477
401651.308,3762901.035
401651.3019,3762900.587
401651.2928,3762900.133
401651.2867,3762899.673
401651.2806,3762899.206
401651.3111,3762898.771
401651.3629,3762898.35
401651.4239,3762897.942
401651.4848,3762897.545
401651.5488,3762897.155
401651.6037,3762896.762
401651.6586,3762896.369
401651.7073,3762895.979
401651.753,3762895.592
401651.7957,3762895.211
401651.8049,3762894.82
401651.7957,3762894.424
401651.7744,3762894.025
401651.75,3762893.623
401651.7226,3762893.214
401651.6829,3762892.79
401651.6342,3762892.355
401651.5824,3762891.907
401651.5305,3762891.446
401651.4818,3762890.977
401651.4635,3762890.523
401651.4635,3762890.078
401651.4696,3762889.63
401651.4757,3762889.182
401651.4848,3762888.734
401651.5123,3762888.282
401651.5549,3762887.834
401651.6067,3762887.392
401651.6586,3762886.954
401651.7104,3762886.521
401651.7287,3762886.076
401651.7287,3762885.625
401651.7165,3762885.17
401651.7012,3762884.71
401651.686,3762884.247
401651.6586,3762883.771
401651.6311,3762883.293
401651.6037,3762882.805
401651.5763,3762882.314
401651.5488,3762881.815
401651.5641,3762881.36
401651.6098,3762880.937
401651.6647,3762880.534
401651.7256,3762880.147
401651.7866,3762879.772
401651.814,3762879.605
401658.6781,3762840.81
401672.0436,3762768.203
401675.6402,3762747.236
401683.7418,3762698.901
401693.852,3762631.214
401702.6394,3762563.314
401702.804,3762546.077
401702.7827,3762496.334
401698.4972,3762430.064
401692.1451,3762363.133
401690.1518,3762344.919
401690.1609,3762343.742
401692.0964,3762343.587
401694.5957,3762343.34
401696.0405,3762343.044
401696.4398,3762342.697
401696.1075,3762342.291
401695.3059,3762341.822
401694.1964,3762341.27
401693.5716,3762340.648
401693.2516,3762339.926
401693.1053,3762339.076
401693.0504,3762338.079
401693.0504,3762336.902
401694.6933,3762335.583
401697.6468,3762334.052
401701.4202,3762332.254
401705.6844,3762330.13
401710.2442,3762327.63
401713.9841,3762324.482
401715.6727,3762322.625
401716.8004,3762320.83
401719.1718,3762316.691
401721.7839,3762311.826
401724.713,3762306.127
401727.0844,3762299.01
401729.2241,3762290.554
401731.3302,3762280.618
401733.537,3762268.956
401735.9358,3762255.271
401738.9868,3762240.009
401742.6475,3762222.352
401746.9268,3762201.772
401751.8463,3762177.72
401757.4638,3762149.581
401758.7013,3762143.763
401761.7249,3762135
401761.7432,3762134.914
401761.8377,3762134.515
401761.9291,3762134.119
401762.0266,3762133.723
401762.1211,3762133.329
401762.2126,3762132.921
401762.2949,3762132.503
401762.3741,3762132.086
401762.4534,3762131.668
401762.5265,3762131.251
401762.5814,3762130.79
401762.6301,3762130.306
401762.6698,3762129.809
401762.7094,3762129.303
401762.746,3762128.791
401762.8008,3762128.315
401762.8618,3762127.855
401762.9228,3762127.398
401762.9868,3762126.944
401763.0538,3762126.487
401763.1453,3762126.072
401763.2519,3762125.667
401763.3678,3762125.264
401763.4897,3762124.859
401763.6177,3762124.448
401763.7213,3762123.981
401763.8097,3762123.487
401763.8859,3762122.985
401763.956,3762122.475
401764.02,3762121.966
401764.0718,3762121.436
401764.1206,3762120.897
401764.1694,3762120.354
401764.2151,3762119.805
401764.2608,3762119.251
401764.3187,3762118.726
401764.3797,3762118.202
401764.4468,3762117.681
401764.5138,3762117.157
401764.5839,3762116.632
401764.6723,3762116.142
401764.7698,3762115.672
401764.8735,3762115.209
401764.9771,3762114.749
401765.0868,3762114.292
401765.1691,3762113.789
401765.2362,3762113.271
401765.291,3762112.752
401765.3429,3762112.237
401765.3886,3762111.722
401765.4282,3762111.192
401765.4678,3762110.658
401765.5044,3762110.122
401765.541,3762109.582
401765.5806,3762109.04
401765.6385,3762108.519
401765.7086,3762107.994
401765.7879,3762107.458
401765.8732,3762106.912
401765.9616,3762106.358
401766.0683,3762105.833
401766.1841,3762105.321
401766.3091,3762104.815
401766.4371,3762104.316
401766.5712,3762103.816
401766.6962,3762103.294
401766.815,3762102.764
401766.9248,3762102.231
401767.0315,3762101.694
401767.1351,3762101.161
401767.2296,3762100.609
401767.3149,3762100.057
401767.3911,3762099.512
401767.4612,3762098.969
401767.5283,3762098.43
401767.6319,3762097.954
401767.763,3762097.497
401767.9093,3762097.034
401768.0647,3762096.567
401768.2293,3762096.092
401768.3909,3762095.598
401768.5524,3762095.098
401768.714,3762094.589
401768.8724,3762094.083
401769.034,3762093.574
401769.1864,3762093.062
401769.3296,3762092.559
401769.4668,3762092.063
401769.5948,3762091.575
401769.7228,3762091.096
401769.8356,3762090.603
401769.9423,3762090.1
401770.0429,3762089.594
401770.1404,3762089.088
401770.238,3762088.582
401770.3385,3762088.094
401770.4452,3762087.609
401770.5549,3762087.122
401770.6647,3762086.634
401770.7744,3762086.146
401770.8841,3762085.653
401770.9908,3762085.159
401771.0975,3762084.668
401771.2011,3762084.177
401771.3048,3762083.687
401771.4084,3762083.202
401771.509,3762082.723
401771.6065,3762082.254
401771.701,3762081.791
401771.7955,3762081.331
401771.8778,3762080.834
401771.9509,3762080.316
401772.018,3762079.791
401772.085,3762079.261
401772.149,3762078.724
401772.2252,3762078.222
401772.3075,3762077.728
401772.3929,3762077.234
401772.4782,3762076.743
401772.5697,3762076.25
401772.6581,3762075.759
401772.7465,3762075.268
401772.8318,3762074.783
401772.9202,3762074.299
401773.0086,3762073.814
401773.0909,3762073.314
401773.1701,3762072.808
401773.2433,3762072.302
401773.3195,3762071.79
401773.3926,3762071.281
401773.4597,3762070.766
401773.5267,3762070.251
401773.5877,3762069.739
401773.6487,3762069.227
401773.7096,3762068.712
401773.7706,3762068.203
401773.8315,3762067.691
401773.8956,3762067.173
401773.9596,3762066.651
401774.0236,3762066.124
401774.0937,3762065.603
401774.1668,3762065.082
401774.2461,3762064.56
401774.3253,3762064.036
401774.4076,3762063.509
401774.4899,3762062.975
401774.5661,3762062.439
401774.6362,3762061.909
401774.7063,3762061.378
401774.7764,3762060.848
401774.8374,3762060.327
401774.8983,3762059.812
401774.9563,3762059.3
401775.0111,3762058.791
401775.069,3762058.282
401775.1391,3762057.8
401775.2184,3762057.324
401775.3037,3762056.843
401775.3921,3762056.358
401775.4836,3762055.868
401775.5902,3762055.392
401775.703,3762054.923
401775.8127,3762054.453
401775.9255,3762053.984
401776.0383,3762053.514
401776.1389,3762053.015
401776.2303,3762052.503
401776.3187,3762051.99
401776.4041,3762051.481
401776.4864,3762050.972
401776.5565,3762050.436
401776.6205,3762049.887
401776.6845,3762049.336
401776.7454,3762048.778
401776.8033,3762048.217
401776.8826,3762047.684
401776.9649,3762047.159
401777.0563,3762046.629
401777.1478,3762046.099
401777.2423,3762045.562
401777.3063,3762045.084
401777.3764,3762044.593
401777.4526,3762044.118
401777.541,3762043.654
401777.6172,3762043.151
401777.6842,3762042.627
401777.6842,3762042.627
401777.7635,3762042.127
401777.8488,3762041.636
401777.9342,3762041.152
401778.0195,3762040.667
401778.1079,3762040.189
401778.1963,3762039.719
401778.1963,3762039.719
401778.2694,3762039.198
401778.3304,3762038.652
401778.3944,3762038.131
401778.4615,3762037.616
401778.5438,3762037.141
401778.6321,3762036.686
401778.6321,3762036.683
401778.7266,3762036.223
401778.8211,3762035.76
401778.9065,3762035.263
401778.9857,3762034.751
401779.065,3762034.26
401779.1534,3762033.773
401779.1534,3762033.773
401779.2448,3762033.285
401779.3393,3762032.791
401779.4277,3762032.27
401779.513,3762031.74
401779.5923,3762031.203
401779.6715,3762030.661
401779.6715,3762030.661
401779.7599,3762030.158
401779.8574,3762029.673
401779.9519,3762029.188
401780.0464,3762028.704
401780.144,3762028.225
401780.2415,3762027.756
401780.2445,3762027.756
401780.3299,3762027.25
401780.4091,3762026.729
401780.4914,3762026.238
401780.5768,3762025.759
401780.6682,3762025.317
401780.7657,3762024.891
401780.7657,3762024.891
401780.8572,3762024.434
401780.9425,3762023.964
401781.0157,3762023.458
401781.0827,3762022.943
401781.162,3762022.474
401781.2412,3762022.023
401781.2412,3762022.02
401781.3266,3762021.578
401781.415,3762021.142
401781.5003,3762020.691
401781.5887,3762020.233
401781.674,3762019.746
401781.7563,3762019.255
401781.7563,3762019.252
401781.8386,3762018.761
401781.9209,3762018.27
401782.0215,3762017.81
401782.1343,3762017.356
401782.2379,3762016.868
401782.3355,3762016.362
401782.3355,3762016.359
401782.43,3762015.841
401782.5244,3762015.32
401782.6311,3762014.817
401782.7439,3762014.317
401782.8719,3762013.814
401783.006,3762013.299
401783.006,3762013.293
401783.134,3762012.738
401783.2529,3762012.174
401783.3626,3762011.592
401783.4693,3762011.007
401783.5821,3762010.465
401783.704,3762009.946
401783.704,3762009.94
401783.8473,3762009.465
401783.9966,3762009.008
401784.1368,3762008.489
401784.2648,3762007.95
401784.3868,3762007.41
401784.4995,3762006.889
401784.5026,3762006.886
401784.6123,3762006.386
401784.7251,3762005.905
401784.8379,3762005.429
401784.9537,3762004.951
401785.0695,3762004.463
401785.1792,3762003.984
401785.1823,3762003.978
401785.2798,3762003.442
401785.3682,3762002.884
401785.4658,3762002.384
401785.5663,3762001.903
401785.6883,3762001.47
401785.8163,3762001.055
401785.8163,3762001.052
401785.9412,3762000.589
401786.0601,3762000.11
401786.1698,3761999.608
401786.2735,3761999.099
401786.371,3761998.62
401786.4655,3761998.16
401786.4655,3761998.154
401786.5874,3761997.632
401786.7185,3761997.123
401786.8526,3761996.617
401786.9928,3761996.112
401787.13,3761995.612
401787.133,3761995.606
401787.2671,3761995.066
401787.4012,3761994.517
401787.5293,3761993.966
401787.6603,3761993.414
401787.7853,3761992.871
401787.7853,3761992.865
401787.9011,3761992.28
401788.0108,3761991.686
401788.1175,3761991.082
401788.2242,3761990.479
401788.3248,3761989.878
401788.3248,3761989.875
401788.4406,3761989.336
401788.5625,3761988.824
401788.6844,3761988.321
401788.8094,3761987.824
401788.9313,3761987.336
401788.9344,3761987.333
401789.0563,3761986.827
401789.1752,3761986.309
401789.2971,3761985.779
401789.416,3761985.248
401789.5348,3761984.718
401789.5348,3761984.712
401789.6568,3761984.154
401789.7787,3761983.599
401789.8976,3761983.045
401790.0195,3761982.49
401790.1383,3761981.941
401790.1383,3761981.938
401790.2542,3761981.359
401790.3639,3761980.774
401790.4675,3761980.183
401790.5712,3761979.588
401790.6748,3761979
401790.6748,3761978.994
401790.7845,3761978.433
401790.8973,3761977.884
401791.0131,3761977.339
401791.1259,3761976.796
401791.2387,3761976.26
401791.2417,3761976.254
401791.3667,3761975.745
401791.5069,3761975.239
401791.6502,3761974.73
401791.7995,3761974.212
401791.9519,3761973.693
401791.955,3761973.69
401792.0952,3761973.117
401792.2293,3761972.532
401792.3542,3761971.941
401792.4762,3761971.353
401792.595,3761970.773
401792.595,3761970.767
401792.7078,3761970.176
401792.8206,3761969.591
401792.9334,3761969.006
401793.04,3761968.423
401793.1467,3761967.847
401793.1498,3761967.844
401793.2534,3761967.277
401793.354,3761966.714
401793.4546,3761966.153
401793.5552,3761965.595
401793.6527,3761965.043
401793.6527,3761965.037
401793.7563,3761964.492
401793.86,3761963.949
401793.9666,3761963.406
401794.0733,3761962.867
401794.18,3761962.331
401794.18,3761962.324
401794.2897,3761961.77
401794.3964,3761961.209
401794.5031,3761960.645
401794.6098,3761960.078
401794.7164,3761959.511
401794.7164,3761959.505
401794.8109,3761958.874
401794.8963,3761958.219
401794.9755,3761957.551
401795.0548,3761956.878
401795.131,3761956.207
401795.131,3761956.201
401795.2102,3761955.564
401795.2956,3761954.939
401795.3809,3761954.32
401795.4662,3761953.702
401795.5546,3761953.089
401795.5546,3761953.083
401795.6674,3761952.559
401795.7954,3761952.074
401795.9295,3761951.605
401796.0698,3761951.138
401796.21,3761950.678
401796.213,3761950.675
401796.3471,3761950.163
401796.4782,3761949.626
401796.6001,3761949.084
401796.722,3761948.535
401796.8409,3761947.99
401796.8439,3761947.984
401796.9537,3761947.401
401797.0604,3761946.798
401797.1609,3761946.188
401797.2585,3761945.57
401797.353,3761944.954
401797.353,3761944.948
401797.4566,3761944.372
401797.5694,3761943.814
401797.6852,3761943.265
401797.801,3761942.717
401797.8254,3761942.604
401797.929,3761942.22
401797.9321,3761942.217
401798.0692,3761941.735
401798.2125,3761941.257
401798.3618,3761940.772
401798.5112,3761940.284
401798.6636,3761939.794
401798.6666,3761939.791
401798.8221,3761939.288
401798.9775,3761938.782
401799.1269,3761938.279
401799.2732,3761937.782
401799.4165,3761937.291
401799.4165,3761937.288
401799.5628,3761936.767
401799.6999,3761936.243
401799.8371,3761935.715
401799.9681,3761935.191
401800.0962,3761934.67
401800.0962,3761934.667
401800.2303,3761934.197
401800.3735,3761933.746
401800.5229,3761933.298
401800.6783,3761932.844
401800.8368,3761932.393
401800.8368,3761932.387
401800.9923,3761931.921
