x,y
392859.7087,3756236.358
392850.5037,3756230.503
392841.2957,3756224.696
392832.4199,3756219.042
392823.8246,3756213.708
392815.4273,3756208.664
392807.1703,3756203.839
392799.0199,3756199.166
392790.7903,3756194.64
392782.3839,3756189.921
392773.8556,3756185.051
392765.242,3756180.073
392756.5765,3756175.029
392747.8562,3756170.478
392739.1054,3756165.879
392730.3607,3756161.17
392721.6434,3756156.384
392712.9688,3756151.565
392704.3094,3756146.033
392695.8482,3756140.666
392687.5119,3756135.454
392679.2518,3756130.342
392671.0436,3756125.295
392663.5729,3756121.695
392661.8416,3756120.875
392653.2158,3756116.788
392644.5199,3756112.734
392636.4305,3756109.028
392635.8178,3756108.738
392627.637,3756104.937
392618.6301,3756102.645
392609.4374,3756100.146
392600.1318,3756097.445
392590.7501,3756094.595
392581.3135,3756091.645
392572.0445,3756088.563
392562.8456,3756085.399
392553.6986,3756082.15
392544.5942,3756078.843
392535.5325,3756075.5
392526.163,3756071.726
392516.8574,3756068.026
392507.5824,3756064.426
392498.3164,3756060.884
392489.0444,3756057.37
392479.8486,3756053.993
392470.7198,3756050.646
392462.414,3756047.613
392461.7069,3756047.4
392453.5291,3756044.952
392445.3788,3756042.514
392437.1461,3756040.896
392428.8403,3756039.21
392420.5101,3756037.421
392412.183,3756035.562
392403.8711,3756033.66
392395.3672,3756031.758
392386.8023,3756029.734
392378.21,3756027.625
392369.6085,3756025.454
392361.0071,3756023.248
392353.1341,3756019.529
392345.3983,3756015.972
392337.7204,3756012.562
392330.0729,3756009.235
392322.4377,3756005.954
392314.9914,3756002.76
392307.6336,3755999.58
392300.3336,3755996.414
392293.0824,3755993.268
392285.8769,3755990.146
392278.0649,3755987.519
392270.067,3755984.726
392261.9684,3755981.802
392261.2582,3755981.541
392254.6349,3755979.447
392247.3472,3755977.088
392239.9405,3755975.477
392232.6162,3755973.836
392225.3589,3755972.145
392218.1626,3755970.418
392211.0242,3755968.672
392204.2789,3755966.177
392197.5611,3755963.78
392190.8586,3755961.476
392184.1682,3755959.233
392177.4901,3755957.026
392171.1319,3755953.867
392164.7586,3755950.727
392158.3608,3755947.596
392151.9387,3755944.459
392145.4952,3755941.308
392138.183,3755940.116
392130.8709,3755938.813
392123.5892,3755937.427
392116.3411,3755935.994
392109.1326,3755934.533
392102.0886,3755932.496
392095.0417,3755930.454
392088.0038,3755928.407
392080.9873,3755926.358
392074.0013,3755924.313
392067.4512,3755921.784
392061.0412,3755919.42
392060.0994,3755919.087
392055.2592,3755917.553
392049.6295,3755915.834
392044.0364,3755914.174
392038.6049,3755911.389
392033.2404,3755908.667
392031.628,3755907.871
392028.1685,3755906.08
392023.2277,3755903.581
392018.3052,3755901.126
392013.0322,3755899.371
392007.5945,3755897.386
392002.0624,3755895.205
391996.4754,3755892.886
391990.8519,3755890.468
391985.2832,3755888.557
391979.6931,3755886.53
391974.0818,3755884.366
391968.4613,3755882.096
391962.8347,3755879.75
391957.3147,3755877.144
391951.9868,3755874.815
391946.8022,3755872.749
391941.7151,3755870.877
391936.7072,3755869.141
391931.7237,3755866.547
391926.6884,3755863.984
391921.6074,3755861.466
391916.4868,3755858.971
391911.3326,3755856.48
391906.1662,3755854.422
391900.9267,3755852.202
391895.6537,3755849.815
391890.3654,3755847.312
391885.0771,3755844.733
391879.7187,3755842.382
391874.2872,3755839.866
391868.8069,3755837.213
391863.2931,3755834.458
391858.9405,3755832.237
391857.8707,3755831.681
391853.1006,3755828.458
391848.4188,3755825.378
391843.7798,3755822.429
391839.1651,3755819.564
391834.5626,3755816.748
391829.7559,3755814.577
391824.9309,3755812.476
391820.106,3755810.431
391815.284,3755808.426
391810.4621,3755806.445
391805.7621,3755803.882
391801.0194,3755801.213
391796.2554,3755798.43
391791.4822,3755795.564
391786.7151,3755792.642
391781.8993,3755790.667
391777.0712,3755788.616
391772.2493,3755786.482
391767.4396,3755784.293
391762.6451,3755782.068
391757.8871,3755779.612
391753.2237,3755777.299
391748.6182,3755775.127
391744.0401,3755773.041
391739.4772,3755771.001
391735.0088,3755768.2
391730.5771,3755765.469
391726.1605,3755762.818
391721.7561,3755760.217
391717.3548,3755757.637
391713.1669,3755756.025
391709.0368,3755754.479
391704.9556,3755752.936
391700.9261,3755751.401
391696.9485,3755749.88
391692.9434,3755749.12
391688.978,3755748.323
391685.0552,3755747.495
391681.1751,3755746.651
391677.3376,3755745.803
391673.4819,3755743.903
391669.742,3755742.181
391666.0936,3755740.64
391662.5091,3755739.227
391658.9795,3755737.901
391657.7847,3755737.273
391655.4439,3755736.007
391651.9387,3755734.111
391648.4548,3755732.254
391644.9862,3755730.427
391641.5328,3755728.618
391638.0428,3755727.996
391634.4675,3755727.232
391630.8526,3755726.329
391627.2194,3755725.334
391623.5801,3755724.278
391619.7944,3755723.554
391615.8473,3755722.562
391611.8087,3755721.319
391607.7213,3755719.896
391603.6187,3755718.355
391599.7203,3755715.274
391595.9621,3755712.546
391592.2802,3755710.112
391588.6408,3755707.873
391586.6566,3755706.713
391585.0472,3755705.767
391581.2769,3755702.85
391577.476,3755699.88
391573.6538,3755696.896
391569.8072,3755693.891
391565.9302,3755690.854
391562.1568,3755688.517
391558.3559,3755686.013
391554.5459,3755683.338
391550.739,3755680.548
391546.9381,3755677.683
391543.1586,3755676.476
391539.2937,3755675.101
391535.3862,3755673.57
391531.4634,3755671.935
391527.5376,3755670.241
391523.6453,3755667.646
391519.8932,3755665.335
391516.2265,3755663.277
391512.6146,3755661.386
391509.0454,3755659.601
391505.4762,3755656.489
391501.974,3755653.448
391498.5176,3755650.493
391495.0886,3755647.601
391491.6779,3755644.746
391488.2367,3755642.971
391484.6705,3755640.938
391481.0251,3755638.675
391477.3309,3755636.251
391473.6093,3755633.719
391469.8908,3755631.72
391466.0838,3755629.468
391462.2159,3755627.001
391458.3114,3755624.382
391456.6259,3755623.215
391454.4344,3755621.628
391450.6122,3755617.739
391446.9454,3755614.182
391443.3762,3755610.921
391439.8619,3755607.857
391436.3841,3755604.92
391432.9063,3755601.754
391429.5352,3755598.741
391426.2434,3755595.863
391423.0125,3755593.086
391419.8243,3755590.381
391416.627,3755588.229
391413.2254,3755585.61
391409.6867,3755582.607
391406.0504,3755579.336
391402.3501,3755575.881
391398.5615,3755572.426
391394.7027,3755568.735
391390.7921,3755564.842
391386.845,3755560.804
391382.8734,3755556.664
391378.9598,3755551.97
391375.229,3755547.7
391371.6202,3755543.777
391368.0967,3755540.097
391364.6342,3755536.585
391360.8821,3755532.218
391357.1239,3755527.957
391353.3779,3755523.808
391349.638,3755519.741
391345.8981,3755515.722
391342.332,3755512.159
391338.7018,3755508.378
391336.0927,3755505.555
391335.0747,3755504.416
391331.5451,3755500.356
391328.0094,3755496.208
391324.6078,3755493.401
391321.1026,3755490.291
391317.5273,3755486.922
391313.9002,3755483.367
391310.2396,3755479.683
391306.5088,3755474.716
391302.9427,3755470.178
391299.4862,3755465.975
391296.1029,3755462.004
391292.7776,3755458.195
391289.4949,3755455.044
391286.2396,3755452.011
391283.024,3755449.102
391279.8449,3755446.297
391276.6963,3755443.574
391273.5904,3755441.796
391270.39,3755439.702
391267.1408,3755437.37
391263.8673,3755434.884
391260.5724,3755432.3
391257.1891,3755429.293
391255.467,3755427.637
391253.7327,3755426.084
391250.2275,3755422.77
391246.7132,3755419.312
391243.1927,3755415.758
391239.7088,3755411.798
391236.356,3755408.165
391233.0886,3755404.808
391229.8851,3755401.641
391226.7305,3755398.607
391223.2527,3755395.015
391219.7018,3755391.478
391216.1112,3755388.019
391212.4933,3755384.615
391208.8509,3755381.243
391205.3396,3755378.271
391201.7917,3755375.062
391198.2134,3755371.641
391194.6106,3755368.072
391190.9927,3755364.403
391187.5149,3755360.988
391184.0127,3755357.392
391180.4923,3755353.644
391176.9627,3755349.794
391173.427,3755345.875
391169.9889,3755342.017
391166.6574,3755338.464
391163.3991,3755335.159
391160.1896,3755332.023
391157.0136,3755329.001
391153.5023,3755325.323
391149.9696,3755321.732
391146.437,3755318.23
391142.9074,3755314.79
391139.3778,3755311.388
391135.9763,3755308.306
391132.5259,3755305.037
391131.8767,3755304.397
391129.289,3755301.636
391126.1007,3755298.133
391122.9095,3755294.559
391119.828,3755291.122
391116.7617,3755287.54
391113.6984,3755283.824
391110.6413,3755280.013
391107.5933,3755276.139
391104.5118,3755272.001
391101.482,3755268.151
391098.4889,3755264.539
391095.5202,3755261.085
391092.5636,3755257.731
391089.4851,3755254.368
391086.4005,3755251.092
391083.3282,3755247.894
391080.271,3755244.76
391077.2291,3755241.673
391074.3731,3755239.254
391071.508,3755236.584
391068.6307,3755233.714
391065.7473,3755230.714
391062.8669,3755227.629
391060.0536,3755224.558
391057.2251,3755221.314
391054.3813,3755217.918
391054.3112,3755217.83
391051.4583,3755214.761
391048.5352,3755211.54
391045.725,3755208.468
391042.9787,3755205.694
391040.2691,3755203.157
391037.5807,3755200.78
391034.9015,3755198.504
391031.9389,3755195.479
391028.9336,3755192.493
391025.913,3755189.561
391022.8924,3755186.67
391019.8718,3755183.801
391016.9732,3755180.954
391014.1203,3755177.939
391011.3009,3755174.769
391008.5089,3755171.489
391005.7413,3755168.137
391003.1048,3755165.495
391000.4957,3755162.86
390997.9232,3755160.219
390995.3842,3755157.584
390992.8818,3755154.961
390990.2971,3755151.629
390987.7459,3755148.479
390985.2161,3755145.489
390982.7015,3755142.608
390980.2021,3755139.802
390977.5534,3755136.588
390974.8651,3755133.384
390972.1554,3755130.215
390969.4274,3755127.07
390966.6903,3755123.935
390964.0508,3755121.089
390961.4478,3755118.201
390958.8753,3755115.252
390956.3302,3755112.263
390953.8064,3755109.252
390951.2705,3755106.008
390949.2527,3755103.24
390948.759,3755102.519
390946.3815,3755098.862
390944.0071,3755095.073
390941.6419,3755091.192
390939.2644,3755086.966
390936.887,3755082.867
390934.4974,3755078.876
390932.0925,3755074.946
390929.6754,3755071.039
390927.1425,3755066.868
390924.5578,3755062.811
390921.9366,3755058.834
390919.2848,3755054.89
390916.6117,3755050.945
390913.9721,3755047.218
390911.36,3755043.42
390908.7722,3755039.53
390906.2028,3755035.571
390903.6547,3755031.561
390901.2772,3755027.884
390898.9577,3755024.039
390896.6869,3755020.052
390894.4527,3755015.974
390892.2521,3755011.841
390890.1916,3755007.846
390888.1922,3755004.21
390886.2292,3755000.858
390884.2938,3754997.707
390882.3857,3754994.696
390880.374,3754991.496
390878.3227,3754988.342
390876.244,3754985.248
390874.15,3754982.193
390872.0438,3754979.156
390869.9346,3754976.047
390867.8193,3754972.697
390865.7071,3754969.159
390863.5978,3754965.487
390861.4886,3754961.719
390859.4099,3754957.834
390857.3525,3754953.684
390855.3134,3754949.32
390853.2926,3754944.801
390853.1523,3754944.477
390851.2504,3754944.479
390849.26,3754944.489
390847.3063,3754944.515
390845.3678,3754944.553
390843.4445,3754944.599
390841.5364,3754944.649
390839.4333,3754944.707
390837.2814,3754944.773
390835.1082,3754944.845
390832.9258,3754944.92
390830.7374,3754944.997
390828.7013,3754945.058
390826.7048,3754945.098
390824.7176,3754945.124
390822.7394,3754945.14
390820.7673,3754945.151
390818.6429,3754945.156
390816.5001,3754945.146
390814.3604,3754945.124
390812.2268,3754945.092
390810.1024,3754945.054
390807.8225,3754944.996
390805.5273,3754944.937
390803.2292,3754944.876
390800.9279,3754944.815
390798.6297,3754944.753
390796.3071,3754944.701
390793.948,3754944.657
390791.5584,3754944.621
390789.1413,3754944.59
390786.7029,3754944.563
390784.2767,3754944.553
390781.8688,3754944.546
390779.4852,3754944.54
390777.1261,3754944.533
390774.7852,3754944.525
390772.4931,3754944.504
390770.2132,3754944.469
390767.9455,3754944.424
390765.6869,3754944.372
390763.4375,3754944.317
390761.1972,3754944.248
390758.9722,3754944.185
390756.7502,3754944.127
390754.5282,3754944.073
390752.3093,3754944.022
390750.0019,3754943.964
390747.6641,3754943.91
390745.3019,3754943.86
390742.9184,3754943.814
390740.5226,3754943.77
390738.2214,3754943.736
390735.9537,3754943.699
390733.7043,3754943.66
390731.4731,3754943.618
390729.2542,3754943.576
390727.0596,3754943.541
390724.8712,3754943.504
390722.6918,3754943.464
390720.5217,3754943.422
390718.3576,3754943.379
390716.1783,3754943.329
390713.9837,3754943.289
390711.777,3754943.259
390709.555,3754943.235
390707.3208,3754943.215
390705.1018,3754943.183
390702.8524,3754943.15
390700.5756,3754943.117
390698.2652,3754943.086
390695.9274,3754943.057
390693.5164,3754943.042
390691.0871,3754943.027
390688.6548,3754943.01
390686.2195,3754942.99
390683.7811,3754942.969
390681.4616,3754942.954
390679.203,3754942.931
390676.981,3754942.902
390674.7925,3754942.868
390672.6254,3754942.832
390670.3973,3754942.799
390668.1113,3754942.779
390665.7796,3754942.771
390663.4052,3754942.772
390660.9973,3754942.778
390658.5497,3754942.774
390656.0809,3754942.77
390653.5937,3754942.767
390651.9935,3754942.766
390651.0852,3754942.823
390648.5584,3754942.983
390646.059,3754943.163
390643.578,3754943.349
390641.1121,3754943.537
390638.6615,3754943.725
390636.2231,3754943.914
390633.8426,3754944.115
390631.4652,3754944.321
390629.0969,3754944.529
390626.7378,3754944.737
390624.3938,3754944.946
390622.0682,3754945.136
390619.7578,3754945.323
390617.4505,3754945.51
390615.1462,3754945.697
390612.8389,3754945.884
390610.4584,3754946.062
390608.0566,3754946.234
390605.6486,3754946.403
390603.2346,3754946.57
390600.8145,3754946.735
390598.3517,3754946.909
390595.8707,3754947.086
390593.3835,3754947.263
390590.8963,3754947.44
390588.4031,3754947.616
390585.983,3754947.79
390583.6055,3754947.952
390581.2586,3754948.103
390578.939,3754948.246
390576.6408,3754948.383
390574.5011,3754948.514
390572.4133,3754948.648
390570.3498,3754948.787
390568.3046,3754948.929
390566.2685,3754949.074
390564.2629,3754949.209
390562.2604,3754949.338
390560.2548,3754949.466
390558.2492,3754949.592
390556.2406,3754949.718
390554.2289,3754949.856
390552.2111,3754949.991
390550.1933,3754950.121
390548.1756,3754950.248
390546.1608,3754950.372
390544.0272,3754950.492
390541.8692,3754950.612
390539.7113,3754950.729
390537.5563,3754950.843
390535.4075,3754950.956
390533.1062,3754951.072
390530.7837,3754951.201
390528.452,3754951.342
390526.1202,3754951.489
390523.7946,3754951.642
390521.4903,3754951.774
390519.1982,3754951.894
390516.9092,3754952.007
390514.611,3754952.117
390512.3097,3754952.226
390509.9811,3754952.353
390507.6372,3754952.481
390505.2902,3754952.605
390502.9432,3754952.726
390500.5993,3754952.846
390498.2646,3754952.959
390495.9328,3754953.068
390493.6072,3754953.174
390491.2846,3754953.279
390488.9651,3754953.381
390486.7004,3754953.473
390484.451,3754953.57
390482.2016,3754953.673
390479.9461,3754953.782
390477.6875,3754953.896
390475.493,3754954.026
390473.3136,3754954.17
390471.1343,3754954.324
390468.9519,3754954.486
390466.7726,3754954.652
390464.6146,3754954.81
390462.478,3754954.961
390460.3566,3754955.105
390458.2443,3754955.246
390456.1412,3754955.384
390454.0259,3754955.512
390451.9228,3754955.631
390450.8377,3754955.69
390449.8318,3754955.699
390447.7562,3754955.714
390445.6896,3754955.726
390443.7541,3754955.746
390441.8461,3754955.766
390439.9411,3754955.787
390438.0391,3754955.808
390436.1372,3754955.83
390434.6833,3754955.893
390433.2568,3754955.972
390431.7389,3754956.058
390430.1479,3754956.152
390428.4318,3754956.241
390426.6762,3754956.332
390426.6762,3754956.332
390424.9754,3754956.44
390423.2807,3754956.553
390421.6866,3754956.671
390420.1352,3754956.789
390418.5594,3754956.899
390416.9592,3754957.007
390416.9592,3754957.007
390415.2645,3754957.122
390413.5363,3754957.243
390411.8568,3754957.375
390410.2017,3754957.506
390408.6076,3754957.639
390407.0105,3754957.772
390407.0074,3754957.773
390405.4712,3754957.916
390403.9107,3754958.061
390402.3105,3754958.203
390400.7103,3754958.342
390399.1619,3754958.486
390397.6318,3754958.63
390397.6257,3754958.63
390396.1627,3754958.77
390394.721,3754958.905
390393.2488,3754959.048
390391.7583,3754959.192
390390.2099,3754959.327
390388.6402,3754959.461
390388.6371,3754959.462
390387.0369,3754959.582
390385.4459,3754959.701
390383.9219,3754959.822
390382.4284,3754959.939
390380.8708,3754960.056
390379.2737,3754960.172
390379.2676,3754960.173
390377.7009,3754960.294
390376.1556,3754960.412
390374.5859,3754960.525
390373.0009,3754960.64
390371.3794,3754960.751
390369.7487,3754960.863
390369.7426,3754960.864
390368.1851,3754960.999
390366.6458,3754961.13
390364.9908,3754961.253
390363.3052,3754961.381
390361.702,3754961.514
390360.1414,3754961.647
390360.1322,3754961.648
390358.5717,3754961.766
390357.0385,3754961.879
390355.3621,3754961.981
390353.6217,3754962.083
390351.9087,3754962.189
390350.1958,3754962.292
390350.1866,3754962.292
390348.5407,3754962.403
390346.9436,3754962.512
390345.2885,3754962.618
390343.5999,3754962.73
390341.8077,3754962.832
390339.985,3754962.933
390339.9728,3754962.934
390338.1348,3754963.047
390336.2786,3754963.163
390334.523,3754963.285
390332.7917,3754963.408
390331.0391,3754963.542
390329.2804,3754963.681
390329.2682,3754963.682
390327.3662,3754963.81
390325.4247,3754963.942
390323.4892,3754964.084
390321.5476,3754964.226
390319.7523,3754964.39
390318.0028,3754964.555
390317.9876,3754964.556
390316.2532,3754964.714
390314.5281,3754964.869
390312.873,3754965.034
390311.2454,3754965.202
390309.6452,3754965.369
390308.0816,3754965.529
390308.0663,3754965.53
390306.5057,3754965.687
390304.9817,3754965.845
390303.4608,3754965.988
390301.952,3754966.128
390300.4341,3754966.29
390298.9162,3754966.455
390298.901,3754966.456
390297.1027,3754966.606
390295.2068,3754966.761
390293.4054,3754966.936
390291.6163,3754967.122
390289.7692,3754967.31
390287.919,3754967.496
390287.9007,3754967.498
390285.9927,3754967.671
390284.0877,3754967.834
390282.1431,3754968.009
390280.1741,3754968.187
390278.3453,3754968.378
390276.5652,3754968.571
390276.5469,3754968.573
390274.389,3754968.786
390272.2584,3754968.995
390270.1431,3754969.202
390268.0308,3754969.41
390265.943,3754969.615
390265.9247,3754969.617
390263.6935,3754969.819
390261.4136,3754970.018
390259.1124,3754970.213
390256.802,3754970.405
390254.5008,3754970.593
390254.4794,3754970.594
390252.0928,3754970.777
390249.6788,3754970.955
390249.6758,3754970.955
390247.2557,3754970.988
390244.8325,3754971.016
390242.4215,3754971.041
390242.4002,3754971.041
390240.1416,3754971.116
390237.9288,3754971.201
390235.7251,3754971.29
390233.5244,3754971.384
390231.3512,3754971.481
390231.3299,3754971.482
390229.1841,3754971.579
390227.087,3754971.67
390225.0296,3754971.757
390223.0027,3754971.842
390221.0154,3754971.926
390220.9971,3754971.927
390218.8331,3754971.952
390216.605,3754971.963
390214.3434,3754971.966
390212.0574,3754971.962
390209.7744,3754971.952
390209.7561,3754971.952
390207.3665,3754971.913
390204.9616,3754971.861
390202.5537,3754971.8
390200.1488,3754971.733
390197.7592,3754971.661
390197.7379,3754971.66
390195.525,3754971.654
390193.367,3754971.665
390191.2304,3754971.685
390189.109,3754971.713
390187.0211,3754971.745
390187.0028,3754971.746
390184.6985,3754971.74
390182.3576,3754971.735
390180.0015,3754971.733
390177.6332,3754971.734
390175.2771,3754971.736
390175.2589,3754971.736
390172.9088,3754971.723
390170.568,3754971.702
390168.2393,3754971.675
390165.9167,3754971.641
390163.6216,3754971.603
390163.6033,3754971.603
390161.299,3754971.558
390158.9734,3754971.507
390156.6356,3754971.451
390154.2886,3754971.391
390151.9569,3754971.326
390151.9356,3754971.326
390149.6953,3754971.305
390147.4946,3754971.299
390145.3153,3754971.305
390143.1512,3754971.319
390141.0207,3754971.34
390141.0024,3754971.34
390138.8474,3754971.367
390136.7017,3754971.4
390134.562,3754971.438
390132.4314,3754971.48
390130.3313,3754971.526
390130.313,3754971.526
390128.1032,3754971.521
390125.8904,3754971.502
390123.6867,3754971.475
390121.486,3754971.441
